Gene.ID,C,A,P,AP,Cluster
HORVU.MOREX.r3.4HG0391190,224,192,38,37,c1
HORVU.MOREX.r3.4HG0391220,62,54,10,12,c1
HORVU.MOREX.r3.4HG0391260,31,49,74,49,c1
HORVU.MOREX.r3.4HG0391400,51,69,76,67,c1
HORVU.MOREX.r3.4HG0391410,201,227,323,204,c2
HORVU.MOREX.r3.4HG0391440,36,32,30,28,c1
HORVU.MOREX.r3.4HG0391580,565,300,92,128,c1
HORVU.MOREX.r3.4HG0391600,983,1175,837,856,c5
HORVU.MOREX.r3.4HG0391730,34,30,29,24,c1
HORVU.MOREX.r3.4HG0391910,42,69,254,257,c5
HORVU.MOREX.r3.4HG0392110,91,84,12,19,c1
HORVU.MOREX.r3.4HG0392150,60.33333333,67.66666667,13,17.33333333,c7
HORVU.MOREX.r3.4HG0392430,118,76,21,14,c1
HORVU.MOREX.r3.4HG0392480,792,1399,1799,1527,c2
HORVU.MOREX.r3.4HG0392530,22,66,398,340,c2
HORVU.MOREX.r3.4HG0392580,40,94,41,49,c1
HORVU.MOREX.r3.4HG0392820,151,288,906,615,c2
HORVU.MOREX.r3.4HG0392940,58,45,191,219,c5
HORVU.MOREX.r3.4HG0392950,659,873,739,623,c2
HORVU.MOREX.r3.4HG0392970,587,593,145,95,c1
HORVU.MOREX.r3.4HG0393050,69,138,934,643,c2
HORVU.MOREX.r3.4HG0393150,411,570,389,291,c2
HORVU.MOREX.r3.4HG0393260,423,627,513,372,c2
HORVU.MOREX.r3.4HG0393350,2551,2600,1531,2053,c5
HORVU.MOREX.r3.4HG0393390,210,380,422,393,c5
HORVU.MOREX.r3.4HG0393620,329,382,1067,917,c2
HORVU.MOREX.r3.4HG0393690,4,9,74,45,c1
HORVU.MOREX.r3.4HG0394130,119,105,18,18,c1
HORVU.MOREX.r3.4HG0394330,137,83,19,16,c1
HORVU.MOREX.r3.4HG0394350,230,192,26,20,c1
HORVU.MOREX.r3.4HG0394460,282,435,30,12,c1
HORVU.MOREX.r3.4HG0394520,36,39,96,87,c1
HORVU.MOREX.r3.4HG0394630,1488,2253,46,48,c1
HORVU.MOREX.r3.4HG0394970,255,563,101,115,c1
HORVU.MOREX.r3.4HG0394980,62,95,327,259,c2
HORVU.MOREX.r3.4HG0394990,145,189,266,203,c2
HORVU.MOREX.r3.4HG0395010,73,89,16.66666667,18,c7
HORVU.MOREX.r3.4HG0395160,240,542,194,234,c3
HORVU.MOREX.r3.4HG0395220,923,1060,206,206,c1
HORVU.MOREX.r3.4HG0395410,181,178,44,30,c1
HORVU.MOREX.r3.4HG0395490,189,196,34,78,c1
HORVU.MOREX.r3.4HG0395500,204,163,41,62,c1
HORVU.MOREX.r3.4HG0395540,712,768,752,691,c2
HORVU.MOREX.r3.4HG0395580,115,46,64,66,c1
HORVU.MOREX.r3.4HG0395590,61,64,58,47,c1
HORVU.MOREX.r3.4HG0395840,239,242,18,25,c1
HORVU.MOREX.r3.4HG0395960,350,322,36,48,c1
HORVU.MOREX.r3.4HG0395990,65,50,6,8,c1
HORVU.MOREX.r3.4HG0396020,148,103,26,35,c1
HORVU.MOREX.r3.4HG0396130,1325,2843,2934,1936,c2
HORVU.MOREX.r3.4HG0396300,72,72,7,11,c1
HORVU.MOREX.r3.4HG0396310,238,197,30,37,c1
HORVU.MOREX.r3.4HG0396370,278,260,77,52,c1
HORVU.MOREX.r3.4HG0396540,192,402,1028,700,c2
HORVU.MOREX.r3.4HG0397090,77,165,396,493,c5
HORVU.MOREX.r3.4HG0397410,84,88,95,61,c1
HORVU.MOREX.r3.4HG0397510,42,24,8,5,c1
HORVU.MOREX.r3.4HG0397530,36,30,27,25,c1
HORVU.MOREX.r3.4HG0397620,334,220,28,32,c1
HORVU.MOREX.r3.4HG0397640,420,436,470,368,c2
HORVU.MOREX.r3.4HG0397850,342,219,33,28,c1
HORVU.MOREX.r3.4HG0398060,499,963,1144,885,c2
HORVU.MOREX.r3.4HG0398090,180,260,75,48,c1
HORVU.MOREX.r3.4HG0398360,54,33,27,35,c1
HORVU.MOREX.r3.4HG0398550,561,881,774,424,c2
HORVU.MOREX.r3.4HG0398570,1240,1788,907,1056,c5
HORVU.MOREX.r3.4HG0398610,94,90,14,13,c1
HORVU.MOREX.r3.4HG0398810,203,188,41,48,c1
HORVU.MOREX.r3.4HG0399210,345,379,129,66,c4
HORVU.MOREX.r3.4HG0399320,1097,1106,230,232,c1
HORVU.MOREX.r3.4HG0399530,76,74,37,58,c1
HORVU.MOREX.r3.4HG0399620,4634,7111,4712,3271,c2
HORVU.MOREX.r3.4HG0399660,685,732,45,56,c1
HORVU.MOREX.r3.4HG0399670,135,96,22,28,c1
HORVU.MOREX.r3.4HG0399690,529,409,112,130,c1
HORVU.MOREX.r3.4HG0399700,221,448,220,305,c3
HORVU.MOREX.r3.4HG0399920,224,233,50,35,c1
HORVU.MOREX.r3.4HG0399940,23,48,1155,794,c2
HORVU.MOREX.r3.4HG0399990,121,210,277,268,c5
HORVU.MOREX.r3.4HG0400000,131,303,480,383,c2
HORVU.MOREX.r3.4HG0400090,66,68,23,12,c1
HORVU.MOREX.r3.4HG0400410,2748,3177,428,334,c1
HORVU.MOREX.r3.4HG0400580,218,405,316,222,c2
HORVU.MOREX.r3.4HG0400710,56,111,208,154,c2
HORVU.MOREX.r3.4HG0400780,312,810,999,917,c2
HORVU.MOREX.r3.4HG0400840,876,952,739,681,c2
HORVU.MOREX.r3.4HG0400870,243,202,29,33,c1
HORVU.MOREX.r3.4HG0400940,146,169,357,362,c5
HORVU.MOREX.r3.4HG0400960,4,14,116,104,c1
HORVU.MOREX.r3.4HG0400980,22,52,115,72,c4
HORVU.MOREX.r3.4HG0401170,378,1099,4195,3048,c2
HORVU.MOREX.r3.4HG0401220,104,133,123,102,c1
HORVU.MOREX.r3.4HG0401250,39,60,60,51,c1
HORVU.MOREX.r3.4HG0401500,438,549,681,566,c2
HORVU.MOREX.r3.4HG0401520,1061,854,178,224,c1
HORVU.MOREX.r3.4HG0401580,54,28,1,2,c1
HORVU.MOREX.r3.4HG0401620,99,120,10,8,c1
HORVU.MOREX.r3.4HG0401630,1178,1290,236,236,c1
HORVU.MOREX.r3.4HG0401710,35,32,18,26,c1
HORVU.MOREX.r3.4HG0401730,52,37,11,5,c1
HORVU.MOREX.r3.4HG0401980,1435,1491,265,230,c1
HORVU.MOREX.r3.4HG0402070,13,41,7,5,c1
HORVU.MOREX.r3.4HG0402170,420,468,35,37,c1
HORVU.MOREX.r3.4HG0402310,447,527,42,40,c1
HORVU.MOREX.r3.4HG0402730,2233,2194,372,380,c1
HORVU.MOREX.r3.4HG0402900,55,57,7,9,c1
HORVU.MOREX.r3.4HG0402930,29,46,6,2,c1
HORVU.MOREX.r3.4HG0403100,818,739,1298,1577,c5
HORVU.MOREX.r3.4HG0403130,2,1,5,23,c1
HORVU.MOREX.r3.4HG0403260,5498,5052,1271,994,c4
HORVU.MOREX.r3.4HG0403360,115,82,15,23,c1
HORVU.MOREX.r3.4HG0403400,1344,1521,85,110,c1
HORVU.MOREX.r3.4HG0403420,104,60,17,15,c1
HORVU.MOREX.r3.4HG0403430,104,169,520,359,c2
HORVU.MOREX.r3.4HG0403460,1153,1217,1004,992,c5
HORVU.MOREX.r3.4HG0403480,267,765,1051,1256,c5
HORVU.MOREX.r3.4HG0403530,444,371,79,82,c1
HORVU.MOREX.r3.4HG0403620,5099,5524,1122,909,c4
HORVU.MOREX.r3.4HG0403700,358,440,596,504,c2
HORVU.MOREX.r3.4HG0403790,417,349,372,354,c5
HORVU.MOREX.r3.4HG0403800,132,165,42,25,c1
HORVU.MOREX.r3.4HG0403960,271,439,420,309,c2
HORVU.MOREX.r3.4HG0404020,134,116,28,36,c1
HORVU.MOREX.r3.4HG0404190,194,178,140,161,c3
HORVU.MOREX.r3.4HG0404530,30.66666667,48,9,9.666666667,c7
HORVU.MOREX.r3.4HG0404540,235,282,54,40,c1
HORVU.MOREX.r3.4HG0404750,20,18,22,42,c1
HORVU.MOREX.r3.4HG0404760,48,59,8,5,c1
HORVU.MOREX.r3.4HG0404850,291,381,1272,862,c2
HORVU.MOREX.r3.4HG0404940,451,530,553,419,c2
HORVU.MOREX.r3.4HG0405050,221,292,37,51,c1
HORVU.MOREX.r3.4HG0405130,31,56,160,125,c6
HORVU.MOREX.r3.4HG0405240,47,77,274,285,c5
HORVU.MOREX.r3.4HG0405320,1013,1011,111,121,c1
HORVU.MOREX.r3.4HG0405370,160,70,20,16,c1
HORVU.MOREX.r3.4HG0405650,227,165,26,26,c1
HORVU.MOREX.r3.4HG0405710,1677.666667,3115.333333,649.6666667,868.3333333,c7
HORVU.MOREX.r3.4HG0405920,122,51,9,6,c1
HORVU.MOREX.r3.4HG0405940,25,49,27,22,c1
HORVU.MOREX.r3.4HG0405990,15,22,17,18,c1
HORVU.MOREX.r3.4HG0406000,76,113,54,62,c1
HORVU.MOREX.r3.4HG0406060,43,42,889,505,c2
HORVU.MOREX.r3.4HG0406350,190,152,31,31,c1
HORVU.MOREX.r3.4HG0406380,389,498,374,275,c2
HORVU.MOREX.r3.4HG0406450,5,12,290,87,c6
HORVU.MOREX.r3.4HG0406580,20,123,897,821,c2
HORVU.MOREX.r3.4HG0406620,40,124,754,611,c2
HORVU.MOREX.r3.4HG0406630,47,207,1070,881,c2
HORVU.MOREX.r3.4HG0406650,41,212,812,770,c5
HORVU.MOREX.r3.4HG0406710,116,78,16,18,c1
HORVU.MOREX.r3.4HG0406880,114,101,21,18,c1
HORVU.MOREX.r3.4HG0406980,259,326,337,274,c2
HORVU.MOREX.r3.4HG0407100,126,150,120,70,c4
HORVU.MOREX.r3.4HG0407530,8,16.33333333,24.66666667,18.66666667,c7
HORVU.MOREX.r3.4HG0407580,1282,1955,1214,1452,c5
HORVU.MOREX.r3.4HG0407600,258,219,55,54,c1
HORVU.MOREX.r3.4HG0407610,94.33333333,107.6666667,21.33333333,26.33333333,c7
HORVU.MOREX.r3.4HG0407730,209,284,44,52,c1
HORVU.MOREX.r3.4HG0407750,90,66,7,8,c1
HORVU.MOREX.r3.4HG0408140,9,4,6,18,c1
HORVU.MOREX.r3.4HG0408180,135,185,228,165,c2
HORVU.MOREX.r3.4HG0408780,42,36,7,6,c1
HORVU.MOREX.r3.4HG0408790,26,65,26,33,c1
HORVU.MOREX.r3.4HG0408800,61,116,145,203,c3
HORVU.MOREX.r3.4HG0408930,8487,8759,474,481,c1
HORVU.MOREX.r3.4HG0408940,2342,2856,540,540,c1
HORVU.MOREX.r3.4HG0408980,317,525,475,512,c5
HORVU.MOREX.r3.4HG0409010,138,73,7,9,c1
HORVU.MOREX.r3.4HG0409150,122,163,30.66666667,40,c7
HORVU.MOREX.r3.4HG0409180,393,507,553,359,c2
HORVU.MOREX.r3.4HG0409360,141,116,15,33,c1
HORVU.MOREX.r3.4HG0409380,19,21,76,66,c1
HORVU.MOREX.r3.4HG0409440,449,831,1035,776,c2
HORVU.MOREX.r3.4HG0409450,8,6,36,28,c1
HORVU.MOREX.r3.4HG0409490,116,303,433,247,c2
HORVU.MOREX.r3.4HG0409510,87,273,257,237,c5
HORVU.MOREX.r3.4HG0409520,23,52,91,120,c3
HORVU.MOREX.r3.4HG0409590,47,70,95,81,c1
HORVU.MOREX.r3.4HG0409600,301,323,349,219,c2
HORVU.MOREX.r3.4HG0409670,1145,1778,1182,862,c2
HORVU.MOREX.r3.4HG0409770,245,179,53,47,c1
HORVU.MOREX.r3.4HG0409850,49,93,355,299,c2
HORVU.MOREX.r3.4HG0409870,51,63,78,86,c1
HORVU.MOREX.r3.4HG0409900,70,78.66666667,16,19.33333333,c7
HORVU.MOREX.r3.4HG0410030,9,36,49,51,c1
HORVU.MOREX.r3.4HG0410340,137,228,171,129,c4
HORVU.MOREX.r3.4HG0410550,9488,6631,1748,1760,c1
HORVU.MOREX.r3.4HG0410560,227,196,51,36,c1
HORVU.MOREX.r3.4HG0410620,1201,2236,2279,1785,c2
HORVU.MOREX.r3.4HG0410630,64,83,20,15,c1
HORVU.MOREX.r3.4HG0410690,2194,2140,246,271,c1
HORVU.MOREX.r3.4HG0410700,60,41,66,39,c1
HORVU.MOREX.r3.4HG0410720,311,252,54,58,c1
HORVU.MOREX.r3.4HG0410780,20,44,18,20,c1
HORVU.MOREX.r3.4HG0410930,1343,1188,1383,1274,c2
HORVU.MOREX.r3.4HG0411020,92,38,10,7,c1
HORVU.MOREX.r3.4HG0411100,662,795,2200,1641,c2
HORVU.MOREX.r3.4HG0411110,168,291,377,399,c5
HORVU.MOREX.r3.4HG0411120,172,148,137,132,c1
HORVU.MOREX.r3.4HG0411170,195,193,238,190,c2
HORVU.MOREX.r3.4HG0411240,108,116,17,18,c1
HORVU.MOREX.r3.4HG0411370,63,68,24,7,c1
HORVU.MOREX.r3.4HG0411460,3149,3684,3684,3613,c5
HORVU.MOREX.r3.4HG0411580,192,102,21,24,c1
HORVU.MOREX.r3.4HG0411590,17,29,133,241,c3
HORVU.MOREX.r3.4HG0411620,189,188,54,35,c1
HORVU.MOREX.r3.4HG0411730,206,396,83,60,c1
HORVU.MOREX.r3.4HG0411740,117,124,31,19,c1
HORVU.MOREX.r3.4HG0412040,122,144,321,206,c2
HORVU.MOREX.r3.4HG0412090,99,100,354,283,c2
HORVU.MOREX.r3.4HG0412120,398,764,930,835,c2
HORVU.MOREX.r3.4HG0412150,199,155,44,43,c1
HORVU.MOREX.r3.4HG0412340,528,1082,757,799,c5
HORVU.MOREX.r3.4HG0412430,358,559,387,370,c5
HORVU.MOREX.r3.4HG0412490,1202,2585,5653,4090,c2
HORVU.MOREX.r3.4HG0412610,398,190,34,43,c1
HORVU.MOREX.r3.4HG0412640,30,42,19,26,c1
HORVU.MOREX.r3.4HG0412650,78,114,173,144,c2
HORVU.MOREX.r3.4HG0412730,8467,7083,1393,1388,c1
HORVU.MOREX.r3.4HG0412770,1161,687,183,178,c1
HORVU.MOREX.r3.4HG0412830,140,175,20,23,c1
HORVU.MOREX.r3.4HG0413320,45,38,36,36,c1
HORVU.MOREX.r3.4HG0413410,49,25,19,21,c1
HORVU.MOREX.r3.4HG0413470,14,11,20,27,c1
HORVU.MOREX.r3.4HG0413510,359,384,722,551,c2
HORVU.MOREX.r3.4HG0413620,438,292,79,68,c1
HORVU.MOREX.r3.4HG0413640,68,69,14,12,c1
HORVU.MOREX.r3.4HG0413650,2251,1905,329,342,c1
HORVU.MOREX.r3.4HG0413740,567,558,28,34,c1
HORVU.MOREX.r3.4HG0413770,160,441,9,7,c1
HORVU.MOREX.r3.4HG0413800,9,17,280,320,c5
HORVU.MOREX.r3.4HG0413890,1037,1856,2041,1341,c2
HORVU.MOREX.r3.4HG0413910,788,1830,3338,2118,c2
HORVU.MOREX.r3.4HG0413970,183,274,312,189,c6
HORVU.MOREX.r3.4HG0414200,176,157,38,32,c1
HORVU.MOREX.r3.4HG0414260,39,26,7,12,c1
HORVU.MOREX.r3.4HG0414340,377,1120,1345,1321,c5
HORVU.MOREX.r3.4HG0414930,20,28,38,22,c1
HORVU.MOREX.r3.4HG0415090,232,211,36,34,c1
HORVU.MOREX.r3.4HG0415130,78,2,1,11,c1
HORVU.MOREX.r3.4HG0415290,93,139,5,0,c1
HORVU.MOREX.r3.4HG0415460,214,439,481,314,c2
HORVU.MOREX.r3.4HG0415550,33,60,99,99,c1
HORVU.MOREX.r3.4HG0415610,21,19,27,20,c1
HORVU.MOREX.r3.4HG0416090,156,122,25,32,c1
HORVU.MOREX.r3.4HG0416390,784,752,81,73,c1
HORVU.MOREX.r3.4HG0416460,424,360,322,322,c5
HORVU.MOREX.r3.4HG0416550,34,60,54,71,c1
HORVU.MOREX.r3.4HG0416570,56,74,62,41,c1
HORVU.MOREX.r3.4HG0416670,14,10,30,25,c1
HORVU.MOREX.r3.4HG0416970,17,19,47,26,c1
HORVU.MOREX.r3.4HG0417030,74.66666667,61,62,37,c7
HORVU.MOREX.r3.4HG0417190,103,111,104,93,c1
HORVU.MOREX.r3.4HG0417320,55,29,2,2,c1
HORVU.MOREX.r3.4HG0417720,120,145,17,15,c1
HORVU.MOREX.r3.4HG0417740,161,237,399,268,c2
HORVU.MOREX.r3.4HG0417840,275,182,20,25,c1
HORVU.MOREX.r3.4HG0417850,282,207,45,36,c1
HORVU.MOREX.r3.4HG0418170,348,230,24,27,c1
HORVU.MOREX.r3.4HG0418190,1599,1730,73,91,c1
HORVU.MOREX.r3.4HG0418400,95,91,19,35,c1
HORVU.MOREX.r3.4HG0418530,1348,1294,255,186,c1
HORVU.MOREX.r3.4HG0418630,1494,1177,200,285,c1
HORVU.MOREX.r3.4HG0418660,280,195,54,69,c1
HORVU.MOREX.r3.4HG0418670,203,144,35,40,c1
HORVU.MOREX.r3.4HG0418760,132,144,29,29,c1
HORVU.MOREX.r3.4HG0418790,67,49,13,9,c1
HORVU.MOREX.r3.5HG0419590,1205,1383,196,198,c1
HORVU.MOREX.r3.5HG0420070,6616,4381,2437,940,c6
HORVU.MOREX.r3.5HG0420190,75,69,14,13,c1
HORVU.MOREX.r3.5HG0420230,856,1067,770,724,c5
HORVU.MOREX.r3.5HG0420290,8,19,49,36,c1
HORVU.MOREX.r3.5HG0420320,1124,1184,1017,934,c2
HORVU.MOREX.r3.5HG0420420,94,60,7,9,c1
HORVU.MOREX.r3.5HG0420480,749,574,510,508,c5
HORVU.MOREX.r3.5HG0420500,23146,45965,2964,2129,c4
HORVU.MOREX.r3.5HG0420630,110,99,19,13,c1
HORVU.MOREX.r3.5HG0420710,111,79,15,21,c1
HORVU.MOREX.r3.5HG0420730,87,78,20,13,c1
HORVU.MOREX.r3.5HG0420960,245,192,33,29,c1
HORVU.MOREX.r3.5HG0420970,203,245,180,149,c4
HORVU.MOREX.r3.5HG0421040,302,462,60,43,c1
HORVU.MOREX.r3.5HG0421110,316,186,10,9,c1
HORVU.MOREX.r3.5HG0421310,585,565,1113,1009,c2
HORVU.MOREX.r3.5HG0421580,90,230,419,299,c2
HORVU.MOREX.r3.5HG0423030,152,105,110,186,c3
HORVU.MOREX.r3.5HG0423060,296,159,1644,5305,c5
HORVU.MOREX.r3.5HG0423100,2944,3882,2512,4290,c5
HORVU.MOREX.r3.5HG0423110,21,27,26,37,c1
HORVU.MOREX.r3.5HG0423130,32,18,981,2932,c5
HORVU.MOREX.r3.5HG0423190,100,181,30,18,c1
HORVU.MOREX.r3.5HG0423780,97,130,99,60,c1
HORVU.MOREX.r3.5HG0423800,115,124,24,17,c1
HORVU.MOREX.r3.5HG0424280,197,182,15,8,c1
HORVU.MOREX.r3.5HG0424560,38,25,78,99,c1
HORVU.MOREX.r3.5HG0424970,11,12,25,28,c1
HORVU.MOREX.r3.5HG0425010,5389,4859,1918,996,c6
HORVU.MOREX.r3.5HG0425110,1570,1600,1655,1392,c2
HORVU.MOREX.r3.5HG0425730,137,86,31,26,c1
HORVU.MOREX.r3.5HG0425790,123,60,19,25,c1
HORVU.MOREX.r3.5HG0425880,126,89,28,27,c1
HORVU.MOREX.r3.5HG0425920,256,250,214,259,c5
HORVU.MOREX.r3.5HG0425990,154,231,174,119,c4
HORVU.MOREX.r3.5HG0426130,65,57,12,13,c1
HORVU.MOREX.r3.5HG0426160,73,53,7,14,c1
HORVU.MOREX.r3.5HG0426220,47,45,57,55,c1
HORVU.MOREX.r3.5HG0426410,143,416,568,560,c5
HORVU.MOREX.r3.5HG0426510,79,99,5,5,c1
HORVU.MOREX.r3.5HG0426750,11,6,270,264,c5
HORVU.MOREX.r3.5HG0427250,200,133,42,41,c1
HORVU.MOREX.r3.5HG0427700,7021,5744,1032,888,c1
HORVU.MOREX.r3.5HG0427730,13,10,29,21,c1
HORVU.MOREX.r3.5HG0427920,22,36,25,28,c1
HORVU.MOREX.r3.5HG0428250,153,143,25,25,c1
HORVU.MOREX.r3.5HG0428260,28,30,32,48,c1
HORVU.MOREX.r3.5HG0428340,270,242,65,43,c1
HORVU.MOREX.r3.5HG0428440,239,347,247,169,c6
HORVU.MOREX.r3.5HG0428660,1847,1782,1955,2120,c5
HORVU.MOREX.r3.5HG0428970,12,23,36,17,c1
HORVU.MOREX.r3.5HG0428990,63,57,13,10,c1
HORVU.MOREX.r3.5HG0429040,16,53,29,14,c1
HORVU.MOREX.r3.5HG0429100,27,34,45,44,c1
HORVU.MOREX.r3.5HG0429420,56,45,7,5,c1
HORVU.MOREX.r3.5HG0429630,259,187,51,39,c1
HORVU.MOREX.r3.5HG0429900,132,186,36,48.66666667,c7
HORVU.MOREX.r3.5HG0429930,163,133,27,32,c1
HORVU.MOREX.r3.5HG0429940,788,766,136,94,c1
HORVU.MOREX.r3.5HG0430020,938,686,179,279,c1
HORVU.MOREX.r3.5HG0430050,70,55,64,43,c1
HORVU.MOREX.r3.5HG0430130,33,37,121,62,c4
HORVU.MOREX.r3.5HG0430200,232,387,441,367,c2
HORVU.MOREX.r3.5HG0430240,72,280,72,108,c1
HORVU.MOREX.r3.5HG0430270,27,60,102,103,c1
HORVU.MOREX.r3.5HG0430390,85,73,11,12,c1
HORVU.MOREX.r3.5HG0430500,121,104,27,34,c1
HORVU.MOREX.r3.5HG0430560,5,9,51,25,c1
HORVU.MOREX.r3.5HG0430760,203,230,264,209,c2
HORVU.MOREX.r3.5HG0430940,22,42,135,89,c4
HORVU.MOREX.r3.5HG0431410,307,245,64,82,c1
HORVU.MOREX.r3.5HG0431780,240,158,112,123,c1
HORVU.MOREX.r3.5HG0431980,263,256,217,232,c5
HORVU.MOREX.r3.5HG0432280,168,150,46,24,c1
HORVU.MOREX.r3.5HG0432340,32.33333333,27.66666667,25.33333333,18,c7
HORVU.MOREX.r3.5HG0432540,101,49,48,34,c1
HORVU.MOREX.r3.5HG0433070,149,165,32,30,c1
HORVU.MOREX.r3.5HG0433130,58,144,830,539,c2
HORVU.MOREX.r3.5HG0433150,8,36,143,85,c4
HORVU.MOREX.r3.5HG0433160,4,4,51,66,c1
HORVU.MOREX.r3.5HG0433220,745,447,77,68,c1
HORVU.MOREX.r3.5HG0433240,207,285,35,36,c1
HORVU.MOREX.r3.5HG0433250,279,408,40,52,c1
HORVU.MOREX.r3.5HG0433440,572,543,54,35,c1
HORVU.MOREX.r3.5HG0433470,919,733,40,36,c1
HORVU.MOREX.r3.5HG0433990,210,81,6,3,c1
HORVU.MOREX.r3.5HG0434210,322,280,68,39,c1
HORVU.MOREX.r3.5HG0436160,137,53,36,25,c1
HORVU.MOREX.r3.5HG0436680,283,332,425,274,c2
HORVU.MOREX.r3.5HG0436950,67,40,14,12,c1
HORVU.MOREX.r3.5HG0436960,69,76,85,79,c1
HORVU.MOREX.r3.5HG0436990,164,184,145,140,c1
HORVU.MOREX.r3.5HG0437090,240,252,30,29,c1
HORVU.MOREX.r3.5HG0437380,1068,980,198,190,c1
HORVU.MOREX.r3.5HG0437580,33,121,329,359,c5
HORVU.MOREX.r3.5HG0438310,68,87,23,16,c1
HORVU.MOREX.r3.5HG0438390,3,1,33,62,c1
HORVU.MOREX.r3.5HG0438620,97,137,89,77,c1
HORVU.MOREX.r3.5HG0438650,27,44,193,170,c5
HORVU.MOREX.r3.5HG0438750,2054,2566,335,270,c1
HORVU.MOREX.r3.5HG0438830,605,507,442,424,c5
HORVU.MOREX.r3.5HG0438880,62,54,194,413,c5
HORVU.MOREX.r3.5HG0438910,61,47,7,2,c1
HORVU.MOREX.r3.5HG0439080,16,25,46,49,c1
HORVU.MOREX.r3.5HG0439240,129,176,134,108,c1
HORVU.MOREX.r3.5HG0439460,254,266,69,33,c1
HORVU.MOREX.r3.5HG0439530,910,631,184,153,c1
HORVU.MOREX.r3.5HG0439620,490,532,568,550,c5
HORVU.MOREX.r3.5HG0439640,81,50,14,16,c1
HORVU.MOREX.r3.5HG0439870,212.3333333,248.3333333,48.33333333,47,c7
HORVU.MOREX.r3.5HG0440150,65,142,101,56,c4
HORVU.MOREX.r3.5HG0440160,34,49,11,9,c1
HORVU.MOREX.r3.5HG0440170,326.6666667,215.6666667,253,145.6666667,c7
HORVU.MOREX.r3.5HG0440270,27,17,33,23,c1
HORVU.MOREX.r3.5HG0440560,50,27,8,15,c1
HORVU.MOREX.r3.5HG0440720,131,149,147,90,c4
HORVU.MOREX.r3.5HG0440860,449,231,59,58,c1
HORVU.MOREX.r3.5HG0440900,51,29,9,7,c1
HORVU.MOREX.r3.5HG0441880,699,556,156,187,c1
HORVU.MOREX.r3.5HG0441980,44,22,17,29,c1
HORVU.MOREX.r3.5HG0442190,46,36,8,11,c1
HORVU.MOREX.r3.5HG0442710,118,119,21,25,c1
HORVU.MOREX.r3.5HG0443160,228,117,17,31,c1
HORVU.MOREX.r3.5HG0443220,105,128,23.66666667,25.33333333,c7
HORVU.MOREX.r3.5HG0443240,10,9,95,78,c1
HORVU.MOREX.r3.5HG0443280,224,111,0,2,c1
HORVU.MOREX.r3.5HG0443300,67,48,15,24,c1
HORVU.MOREX.r3.5HG0443800,329,308,262,245,c5
HORVU.MOREX.r3.5HG0443810,592,490,138,99,c1
HORVU.MOREX.r3.5HG0443870,121,140,482,387,c2
HORVU.MOREX.r3.5HG0444080,72,64,176,124,c6
HORVU.MOREX.r3.5HG0444140,79,68,268,180,c2
HORVU.MOREX.r3.5HG0444150,40,56,42,27,c1
HORVU.MOREX.r3.5HG0444170,230,281,896,228,c6
HORVU.MOREX.r3.5HG0444200,556,663,2339,1919,c2
HORVU.MOREX.r3.5HG0444460,78,64,17,13,c1
HORVU.MOREX.r3.5HG0444490,134,138,144,146,c1
HORVU.MOREX.r3.5HG0444610,1779,1560,1233,1766,c5
HORVU.MOREX.r3.5HG0444830,97,110,31,17,c1
HORVU.MOREX.r3.5HG0444870,337,503,572,390,c2
HORVU.MOREX.r3.5HG0444900,723,436,142,132,c1
HORVU.MOREX.r3.5HG0445520,29,47,23,25,c1
HORVU.MOREX.r3.5HG0445710,46.33333333,44,9.666666667,9.333333333,c7
HORVU.MOREX.r3.5HG0446040,108,45,18,12,c1
HORVU.MOREX.r3.5HG0446480,570,441,115,83,c1
HORVU.MOREX.r3.5HG0447150,69,63,8,4,c1
HORVU.MOREX.r3.5HG0447600,351,435,492,292,c2
HORVU.MOREX.r3.5HG0447830,237,234,41,43,c1
HORVU.MOREX.r3.5HG0447870,673,654,145,128,c1
HORVU.MOREX.r3.5HG0448210,117,270,35,76,c1
HORVU.MOREX.r3.5HG0448250,238,160,28,16,c1
HORVU.MOREX.r3.5HG0448480,86,38,14,7,c1
HORVU.MOREX.r3.5HG0448490,91,85,22,14,c1
HORVU.MOREX.r3.5HG0448530,67,56,11,14,c1
HORVU.MOREX.r3.5HG0448660,39,97,330,222,c2
HORVU.MOREX.r3.5HG0449030,175,156,36,40,c1
HORVU.MOREX.r3.5HG0450250,42,56,6,11,c1
HORVU.MOREX.r3.5HG0451840,13104,11330,1043,983,c1
HORVU.MOREX.r3.5HG0452010,1155,1075,312,223,c4
HORVU.MOREX.r3.5HG0452940,217,169,51,37,c1
HORVU.MOREX.r3.5HG0453240,152,107,33,26,c1
HORVU.MOREX.r3.5HG0453710,427,327,69,56,c1
HORVU.MOREX.r3.5HG0453830,124,81,26,24,c1
HORVU.MOREX.r3.5HG0454080,59.66666667,72.66666667,13.33333333,18,c7
HORVU.MOREX.r3.5HG0454500,160,155,24,18,c1
HORVU.MOREX.r3.5HG0455080,240,176,38,38,c1
HORVU.MOREX.r3.5HG0455100,443,429,135,82,c1
HORVU.MOREX.r3.5HG0455200,203,166,45,53,c1
HORVU.MOREX.r3.5HG0455760,305,292,64,48,c1
HORVU.MOREX.r3.5HG0455830,126,97,16,21,c1
HORVU.MOREX.r3.5HG0456400,276,219,43,62,c1
HORVU.MOREX.r3.5HG0456510,155,166,51,32,c1
